,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Race,Department,Education Level Updated
1712,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,White,Technology,PhD
1713,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,African American,Technology,Master's Degree
1714,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Asian,Technology,PhD
1715,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0,Asian,Technology,PhD
1716,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,Other,Technology,Master's Degree
1717,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,White,Technology,Master's Degree
1718,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Asian,Technology,Bachelor's Degree
1719,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Other,Technology,PhD
1720,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0,Other,Technology,Bachelor's Degree
1721,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0,African American,Technology,PhD
1722,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,African American,Technology,Bachelor's Degree
1723,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Hispanic,Technology,PhD
1724,35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0,African American,Technology,Bachelor's Degree
1725,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,White,Technology,Master's Degree
1726,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,Other,Technology,PhD
1727,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,Asian,Technology,Bachelor's Degree
1728,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0,White,Technology,PhD
1729,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,African American,Technology,Master's Degree
1730,33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Hispanic,Technology,Bachelor's Degree
1731,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,Other,Technology,PhD
1732,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,White,Technology,Master's Degree
1733,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,African American,Technology,PhD
1734,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0,White,Technology,PhD
1735,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,Other,Technology,Master's Degree
1736,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,White,Technology,Master's Degree
1737,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Other,Technology,Bachelor's Degree
1738,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Other,Technology,PhD
1739,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0,Hispanic,Technology,Bachelor's Degree
1740,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0,Other,Technology,PhD
1741,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Asian,Technology,Bachelor's Degree
1742,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,White,Technology,PhD
1743,35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0,Other,Technology,Bachelor's Degree
1744,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,Hispanic,Technology,Master's Degree
1745,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,Other,Technology,PhD
1746,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,White,Technology,Bachelor's Degree
1747,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Asian,Technology,PhD
1748,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,White,Technology,Master's Degree
1749,33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Asian,Technology,Bachelor's Degree
1750,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,Hispanic,Technology,PhD
1751,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,Other,Technology,Master's Degree
1752,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,African American,Technology,PhD
1753,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0,White,Technology,PhD
1754,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,Hispanic,Technology,Master's Degree
1755,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,Other,Technology,Master's Degree
1756,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Other,Technology,Bachelor's Degree
1757,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Other,Technology,PhD
1758,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0,Other,Technology,Bachelor's Degree
1759,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0,African American,Technology,PhD
1760,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Asian,Technology,Bachelor's Degree
1761,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,African American,Technology,PhD
1762,35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0,Hispanic,Technology,Bachelor's Degree
1763,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,Other,Technology,Master's Degree
1764,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,Hispanic,Technology,PhD
1765,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,Hispanic,Technology,Bachelor's Degree
1766,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Other,Technology,PhD
1767,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,Other,Technology,Master's Degree
1768,33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,White,Technology,Bachelor's Degree
1769,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,Hispanic,Technology,PhD
1770,31.0,Male,Bachelor's Degree,Front end Developer,6.0,115000.0,Other,Technology,Bachelor's Degree
1771,42.0,Female,Master's Degree,Software Engineer Manager,13.0,170000.0,African American,Technology,Master's Degree
1772,27.0,Female,Bachelor's Degree,Back end Developer,3.0,80000.0,African American,Technology,Bachelor's Degree
1773,51.0,Male,PhD,Senior Project Engineer,19.0,200000.0,Other,Technology,PhD
1774,34.0,Female,Master's Degree,Full Stack Engineer,7.0,130000.0,White,Technology,Master's Degree
1775,38.0,Male,Bachelor's Degree,Software Engineer Manager,11.0,155000.0,African American,Technology,Bachelor's Degree
1776,29.0,Male,Bachelor's Degree,Front end Developer,5.0,105000.0,African American,Technology,Bachelor's Degree
1777,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,Asian,Technology,PhD
1778,36.0,Male,Master's Degree,Back end Developer,8.0,140000.0,White,Technology,Master's Degree
1779,48.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Other,Technology,PhD
1780,35.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,Other,Technology,Bachelor's Degree
1781,30.0,Female,Master's Degree,Front end Developer,4.0,90000.0,Hispanic,Technology,Master's Degree
1782,50.0,Male,PhD,Senior Project Engineer,18.0,195000.0,Hispanic,Technology,PhD
1783,29.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,Other,Technology,Bachelor's Degree
1784,41.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,White,Technology,Master's Degree
1785,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Hispanic,Technology,Bachelor's Degree
1786,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,White,Technology,PhD
1787,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,African American,Technology,Bachelor's Degree
1788,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Other,Technology,Master's Degree
1789,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,Other,Technology,Bachelor's Degree
1790,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,White,Technology,PhD
1791,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Other,Technology,Bachelor's Degree
1792,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,White,Technology,PhD
1793,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,African American,Technology,Bachelor's Degree
1794,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,White,Technology,PhD
1795,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,African American,Technology,Master's Degree
1796,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,White,Technology,Bachelor's Degree
1797,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,African American,Technology,PhD
1798,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,Asian,Technology,Bachelor's Degree
1799,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Other,Technology,Master's Degree
1800,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,White,Technology,Bachelor's Degree
1801,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,Other,Technology,PhD
1802,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,African American,Technology,Bachelor's Degree
1803,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,White,Technology,PhD
1804,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Hispanic,Technology,Bachelor's Degree
1805,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,Hispanic,Technology,PhD
1806,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,Asian,Technology,Master's Degree
1807,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Other,Technology,Bachelor's Degree
1808,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,White,Technology,PhD
1809,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,Asian,Technology,Bachelor's Degree
1810,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Hispanic,Technology,Master's Degree
1811,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,White,Technology,Bachelor's Degree
1812,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,White,Technology,PhD
1813,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,White,Technology,Bachelor's Degree
1814,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,White,Technology,PhD
1815,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,White,Technology,Bachelor's Degree
1816,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,White,Technology,PhD
1817,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,White,Technology,Master's Degree
1818,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,African American,Technology,Bachelor's Degree
1819,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,White,Technology,PhD
1820,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,African American,Technology,Bachelor's Degree
1821,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,White,Technology,Master's Degree
1822,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,Other,Technology,Bachelor's Degree
1823,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,Other,Technology,PhD
1824,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,White,Technology,Bachelor's Degree
1825,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,White,Technology,PhD
1826,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Other,Technology,Bachelor's Degree
1827,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,Hispanic,Technology,PhD
1828,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,African American,Technology,Master's Degree
1829,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,African American,Technology,Bachelor's Degree
1830,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Other,Technology,PhD
1831,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,Asian,Technology,Bachelor's Degree
1832,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Asian,Technology,Master's Degree
1833,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,White,Technology,Bachelor's Degree
1834,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,Hispanic,Technology,PhD
1835,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Asian,Technology,Bachelor's Degree
1836,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,Asian,Technology,PhD
1837,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Other,Technology,Bachelor's Degree
1838,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,Other,Technology,PhD
1839,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,African American,Technology,Master's Degree
1840,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,White,Technology,Bachelor's Degree
1841,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Hispanic,Technology,PhD
1842,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,Asian,Technology,Bachelor's Degree
1843,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Other,Technology,Master's Degree
1844,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,Hispanic,Technology,Bachelor's Degree
1845,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,Other,Technology,PhD
1846,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Other,Technology,Bachelor's Degree
1847,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,White,Technology,PhD
1848,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,African American,Technology,Bachelor's Degree
1849,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,Other,Technology,PhD
1850,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,Hispanic,Technology,Master's Degree
1851,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Other,Technology,Bachelor's Degree
1852,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,White,Technology,PhD
1853,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,Asian,Technology,Bachelor's Degree
1854,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Hispanic,Technology,Master's Degree
1855,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,White,Technology,Bachelor's Degree
1856,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,White,Technology,PhD
1857,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Asian,Technology,Bachelor's Degree
1858,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,Other,Technology,PhD
1859,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,White,Technology,Bachelor's Degree
1860,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,Other,Technology,PhD
1861,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,Asian,Technology,Master's Degree
1862,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,White,Technology,Bachelor's Degree
1863,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,African American,Technology,PhD
1864,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,Asian,Technology,Bachelor's Degree
1865,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Asian,Technology,Master's Degree
1866,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,White,Technology,Bachelor's Degree
1867,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,Hispanic,Technology,PhD
1868,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Asian,Technology,Bachelor's Degree
1869,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,White,Technology,PhD
1870,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,White,Technology,Bachelor's Degree
1871,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,White,Technology,PhD
1872,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,Other,Technology,Master's Degree
1873,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Hispanic,Technology,Bachelor's Degree
1874,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Asian,Technology,PhD
1875,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,Other,Technology,Bachelor's Degree
1876,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Asian,Technology,Master's Degree
1877,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,Other,Technology,Bachelor's Degree
1878,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,Hispanic,Technology,PhD
1879,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Asian,Technology,Bachelor's Degree
1880,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,African American,Technology,PhD
1881,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,White,Technology,Bachelor's Degree
1882,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,Hispanic,Technology,PhD
1883,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,Hispanic,Technology,Master's Degree
1884,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,African American,Technology,Bachelor's Degree
1885,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,White,Technology,PhD
1886,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,Other,Technology,Bachelor's Degree
1887,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Asian,Technology,Master's Degree
1888,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,Other,Technology,Bachelor's Degree
1889,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,Asian,Technology,PhD
1890,25.0,Female,Bachelor's Degree,Front end Developer,1.0,550.0,Other,Technology,Bachelor's Degree
1891,29.0,Male,Bachelor's Degree,Front end Developer,4.0,90000.0,Asian,Technology,Bachelor's Degree
1892,40.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Other,Technology,Master's Degree
1893,27.0,Female,Bachelor's Degree,Back end Developer,3.0,80000.0,Other,Technology,Bachelor's Degree
1894,50.0,Male,PhD,Senior Project Engineer,18.0,195000.0,White,Technology,PhD
1895,33.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,African American,Technology,Master's Degree
1896,37.0,Male,Bachelor's Degree,Software Engineer Manager,10.0,150000.0,Hispanic,Technology,Bachelor's Degree
1897,28.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,Other,Technology,Bachelor's Degree
1898,44.0,Female,PhD,Senior Project Engineer,14.0,190000.0,Hispanic,Technology,PhD
1899,35.0,Male,Master's Degree,Back end Developer,8.0,140000.0,Asian,Technology,Master's Degree
1900,47.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Hispanic,Technology,PhD
1901,34.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,Hispanic,Technology,Bachelor's Degree
1902,31.0,Female,Master's Degree,Front end Developer,5.0,105000.0,Asian,Technology,Master's Degree
